obsnme,obsval,weight,obgnme,i,j,oname,otype,time,totim,usecol,zone,observed,standard_deviation
oname:hds_otype:lst_usecol:trgw-0-15-16_time:3865.5,35.2531969275,0.0,oname:hds_otype:lst_usecol:trgw-0-15-16,,,hds,lst,3865.5,,trgw-0-15-16,,,
oname:hds_otype:lst_usecol:trgw-0-15-16_time:3896.5,35.1768525345,0.0,oname:hds_otype:lst_usecol:trgw-0-15-16,,,hds,lst,3896.5,,trgw-0-15-16,,,
oname:hds_otype:lst_usecol:trgw-0-15-16_time:3926.5,35.040164714999996,0.0,oname:hds_otype:lst_usecol:trgw-0-15-16,,,hds,lst,3926.5,,trgw-0-15-16,,,
oname:hds_otype:lst_usecol:trgw-0-15-16_time:3957.5,34.903108092500005,0.0,oname:hds_otype:lst_usecol:trgw-0-15-16,,,hds,lst,3957.5,,trgw-0-15-16,,,
oname:hds_otype:lst_usecol:trgw-0-15-16_time:3987.5,34.789369005500006,0.0,oname:hds_otype:lst_usecol:trgw-0-15-16,,,hds,lst,3987.5,,trgw-0-15-16,,,
oname:hds_otype:lst_usecol:trgw-0-15-16_time:4018.5,34.7181106045,0.0,oname:hds_otype:lst_usecol:trgw-0-15-16,,,hds,lst,4018.5,,trgw-0-15-16,,,
oname:hds_otype:lst_usecol:trgw-0-15-16_time:4049.5,34.7274764,0.0,oname:hds_otype:lst_usecol:trgw-0-15-16,,,hds,lst,4049.5,,trgw-0-15-16,,,
oname:hds_otype:lst_usecol:trgw-0-15-16_time:4077.5,34.804086424000005,0.0,oname:hds_otype:lst_usecol:trgw-0-15-16,,,hds,lst,4077.5,,trgw-0-15-16,,,
oname:hds_otype:lst_usecol:trgw-0-15-16_time:4108.5,34.9212783425,0.0,oname:hds_otype:lst_usecol:trgw-0-15-16,,,hds,lst,4108.5,,trgw-0-15-16,,,
oname:hds_otype:lst_usecol:trgw-0-15-16_time:4138.5,35.038606097,0.0,oname:hds_otype:lst_usecol:trgw-0-15-16,,,hds,lst,4138.5,,trgw-0-15-16,,,
oname:hds_otype:lst_usecol:trgw-0-15-16_time:4169.5,35.139644042499995,0.0,oname:hds_otype:lst_usecol:trgw-0-15-16,,,hds,lst,4169.5,,trgw-0-15-16,,,
oname:hds_otype:lst_usecol:trgw-0-15-16_time:4199.5,35.1857203905,0.0,oname:hds_otype:lst_usecol:trgw-0-15-16,,,hds,lst,4199.5,,trgw-0-15-16,,,
oname:hds_otype:lst_usecol:trgw-0-15-16_time:4230.5,35.174268038499996,0.0,oname:hds_otype:lst_usecol:trgw-0-15-16,,,hds,lst,4230.5,,trgw-0-15-16,,,
oname:hds_otype:lst_usecol:trgw-0-15-16_time:4261.5,35.071310356,0.0,oname:hds_otype:lst_usecol:trgw-0-15-16,,,hds,lst,4261.5,,trgw-0-15-16,,,
oname:hds_otype:lst_usecol:trgw-0-15-16_time:4291.5,34.918668656,0.0,oname:hds_otype:lst_usecol:trgw-0-15-16,,,hds,lst,4291.5,,trgw-0-15-16,,,
oname:hds_otype:lst_usecol:trgw-0-15-16_time:4322.5,34.762505704,0.0,oname:hds_otype:lst_usecol:trgw-0-15-16,,,hds,lst,4322.5,,trgw-0-15-16,,,
oname:hds_otype:lst_usecol:trgw-0-15-16_time:4352.5,34.639869313999995,0.0,oname:hds_otype:lst_usecol:trgw-0-15-16,,,hds,lst,4352.5,,trgw-0-15-16,,,
oname:hds_otype:lst_usecol:trgw-0-15-16_time:4383.5,34.54312692363636,0.0,oname:hds_otype:lst_usecol:trgw-0-15-16,,,hds,lst,4383.5,,trgw-0-15-16,,,
oname:hds_otype:lst_usecol:trgw-0-2-15_time:3652.5,35.154473118,0.0,oname:hds_otype:lst_usecol:trgw-0-2-15,,,hds,lst,3652.5,,trgw-0-2-15,,,
oname:hds_otype:lst_usecol:trgw-0-2-15_time:3683.5,35.1389443755,0.0,oname:hds_otype:lst_usecol:trgw-0-2-15,,,hds,lst,3683.5,,trgw-0-2-15,,,
oname:hds_otype:lst_usecol:trgw-0-2-15_time:3712.5,35.144172063499994,0.0,oname:hds_otype:lst_usecol:trgw-0-2-15,,,hds,lst,3712.5,,trgw-0-2-15,,,
oname:hds_otype:lst_usecol:trgw-0-2-15_time:3743.5,35.180062,0.0,oname:hds_otype:lst_usecol:trgw-0-2-15,,,hds,lst,3743.5,,trgw-0-2-15,,,
oname:hds_otype:lst_usecol:trgw-0-2-15_time:3773.5,35.237190047,0.0,oname:hds_otype:lst_usecol:trgw-0-2-15,,,hds,lst,3773.5,,trgw-0-2-15,,,
oname:hds_otype:lst_usecol:trgw-0-2-15_time:3804.5,35.291935888,0.0,oname:hds_otype:lst_usecol:trgw-0-2-15,,,hds,lst,3804.5,,trgw-0-2-15,,,
oname:hds_otype:lst_usecol:trgw-0-2-15_time:3834.5,35.3122099275,0.0,oname:hds_otype:lst_usecol:trgw-0-2-15,,,hds,lst,3834.5,,trgw-0-2-15,,,
oname:hds_otype:lst_usecol:trgw-0-2-15_time:3865.5,35.2859255675,0.0,oname:hds_otype:lst_usecol:trgw-0-2-15,,,hds,lst,3865.5,,trgw-0-2-15,,,
oname:hds_otype:lst_usecol:trgw-0-2-15_time:3896.5,35.232540452,0.0,oname:hds_otype:lst_usecol:trgw-0-2-15,,,hds,lst,3896.5,,trgw-0-2-15,,,
oname:hds_otype:lst_usecol:trgw-0-2-15_time:3926.5,35.1548858055,0.0,oname:hds_otype:lst_usecol:trgw-0-2-15,,,hds,lst,3926.5,,trgw-0-2-15,,,
oname:hds_otype:lst_usecol:trgw-0-2-15_time:3957.5,35.075402503,0.0,oname:hds_otype:lst_usecol:trgw-0-2-15,,,hds,lst,3957.5,,trgw-0-2-15,,,
oname:hds_otype:lst_usecol:trgw-0-2-15_time:3987.5,35.005093822,0.0,oname:hds_otype:lst_usecol:trgw-0-2-15,,,hds,lst,3987.5,,trgw-0-2-15,,,
oname:hds_otype:lst_usecol:trgw-0-2-15_time:4018.5,34.944869866,0.0,oname:hds_otype:lst_usecol:trgw-0-2-15,,,hds,lst,4018.5,,trgw-0-2-15,,,
oname:hds_otype:lst_usecol:trgw-0-2-15_time:4049.5,34.92628773,0.0,oname:hds_otype:lst_usecol:trgw-0-2-15,,,hds,lst,4049.5,,trgw-0-2-15,,,
oname:hds_otype:lst_usecol:trgw-0-2-15_time:4077.5,34.95853631600001,0.0,oname:hds_otype:lst_usecol:trgw-0-2-15,,,hds,lst,4077.5,,trgw-0-2-15,,,
oname:hds_otype:lst_usecol:trgw-0-2-15_time:4108.5,35.026237519,0.0,oname:hds_otype:lst_usecol:trgw-0-2-15,,,hds,lst,4108.5,,trgw-0-2-15,,,
oname:hds_otype:lst_usecol:trgw-0-2-15_time:4138.5,35.104139263499995,0.0,oname:hds_otype:lst_usecol:trgw-0-2-15,,,hds,lst,4138.5,,trgw-0-2-15,,,
oname:hds_otype:lst_usecol:trgw-0-2-15_time:4169.5,35.176334435,0.0,oname:hds_otype:lst_usecol:trgw-0-2-15,,,hds,lst,4169.5,,trgw-0-2-15,,,
oname:hds_otype:lst_usecol:trgw-0-2-15_time:4199.5,35.212946167,0.0,oname:hds_otype:lst_usecol:trgw-0-2-15,,,hds,lst,4199.5,,trgw-0-2-15,,,
oname:hds_otype:lst_usecol:trgw-0-2-15_time:4230.5,35.2100470355,0.0,oname:hds_otype:lst_usecol:trgw-0-2-15,,,hds,lst,4230.5,,trgw-0-2-15,,,
oname:hds_otype:lst_usecol:trgw-0-2-15_time:4261.5,35.1557712905,0.0,oname:hds_otype:lst_usecol:trgw-0-2-15,,,hds,lst,4261.5,,trgw-0-2-15,,,
oname:hds_otype:lst_usecol:trgw-0-2-15_time:4291.5,35.07566329550001,0.0,oname:hds_otype:lst_usecol:trgw-0-2-15,,,hds,lst,4291.5,,trgw-0-2-15,,,
oname:hds_otype:lst_usecol:trgw-0-2-15_time:4322.5,34.9914336225,0.0,oname:hds_otype:lst_usecol:trgw-0-2-15,,,hds,lst,4322.5,,trgw-0-2-15,,,
oname:hds_otype:lst_usecol:trgw-0-2-15_time:4352.5,34.918219126000004,0.0,oname:hds_otype:lst_usecol:trgw-0-2-15,,,hds,lst,4352.5,,trgw-0-2-15,,,
oname:hds_otype:lst_usecol:trgw-0-2-15_time:4383.5,34.85779828636364,0.0,oname:hds_otype:lst_usecol:trgw-0-2-15,,,hds,lst,4383.5,,trgw-0-2-15,,,
oname:hds_otype:lst_usecol:trgw-0-2-9_time:3652.5,37.649638412,0.0,oname:hds_otype:lst_usecol:trgw-0-2-9,,,hds,lst,3652.5,,trgw-0-2-9,,,
oname:hds_otype:lst_usecol:trgw-0-2-9_time:3683.5,37.641441272,0.0,oname:hds_otype:lst_usecol:trgw-0-2-9,,,hds,lst,3683.5,,trgw-0-2-9,,,
oname:hds_otype:lst_usecol:trgw-0-2-9_time:3712.5,37.664892786,0.0,oname:hds_otype:lst_usecol:trgw-0-2-9,,,hds,lst,3712.5,,trgw-0-2-9,,,
oname:hds_otype:lst_usecol:trgw-0-2-9_time:3743.5,37.731148402,0.0,oname:hds_otype:lst_usecol:trgw-0-2-9,,,hds,lst,3743.5,,trgw-0-2-9,,,
oname:hds_otype:lst_usecol:trgw-0-2-9_time:3773.5,37.838611539,0.0,oname:hds_otype:lst_usecol:trgw-0-2-9,,,hds,lst,3773.5,,trgw-0-2-9,,,
oname:hds_otype:lst_usecol:trgw-0-2-9_time:3804.5,37.949342451499994,0.0,oname:hds_otype:lst_usecol:trgw-0-2-9,,,hds,lst,3804.5,,trgw-0-2-9,,,
oname:hds_otype:lst_usecol:trgw-0-2-9_time:3834.5,38.0190481855,0.0,oname:hds_otype:lst_usecol:trgw-0-2-9,,,hds,lst,3834.5,,trgw-0-2-9,,,
oname:hds_otype:lst_usecol:trgw-0-2-9_time:3865.5,38.013795585,0.0,oname:hds_otype:lst_usecol:trgw-0-2-9,,,hds,lst,3865.5,,trgw-0-2-9,,,
oname:hds_otype:lst_usecol:trgw-0-2-9_time:3896.5,37.941778267,0.0,oname:hds_otype:lst_usecol:trgw-0-2-9,,,hds,lst,3896.5,,trgw-0-2-9,,,
oname:hds_otype:lst_usecol:trgw-0-2-9_time:3926.5,37.807815962,0.0,oname:hds_otype:lst_usecol:trgw-0-2-9,,,hds,lst,3926.5,,trgw-0-2-9,,,
oname:hds_otype:lst_usecol:trgw-0-2-9_time:3957.5,37.6384475565,0.0,oname:hds_otype:lst_usecol:trgw-0-2-9,,,hds,lst,3957.5,,trgw-0-2-9,,,
oname:hds_otype:lst_usecol:trgw-0-2-9_time:3987.5,37.46946808,0.0,oname:hds_otype:lst_usecol:trgw-0-2-9,,,hds,lst,3987.5,,trgw-0-2-9,,,
oname:hds_otype:lst_usecol:trgw-0-2-9_time:4018.5,37.3141132145,0.0,oname:hds_otype:lst_usecol:trgw-0-2-9,,,hds,lst,4018.5,,trgw-0-2-9,,,
oname:hds_otype:lst_usecol:trgw-0-2-9_time:4049.5,37.2374288315,0.0,oname:hds_otype:lst_usecol:trgw-0-2-9,,,hds,lst,4049.5,,trgw-0-2-9,,,
oname:hds_otype:lst_usecol:trgw-0-2-9_time:4077.5,37.257257542999994,0.0,oname:hds_otype:lst_usecol:trgw-0-2-9,,,hds,lst,4077.5,,trgw-0-2-9,,,
oname:hds_otype:lst_usecol:trgw-0-2-9_time:4108.5,37.354955091,0.0,oname:hds_otype:lst_usecol:trgw-0-2-9,,,hds,lst,4108.5,,trgw-0-2-9,,,
oname:hds_otype:lst_usecol:trgw-0-2-9_time:4138.5,37.480785754,0.0,oname:hds_otype:lst_usecol:trgw-0-2-9,,,hds,lst,4138.5,,trgw-0-2-9,,,
oname:hds_otype:lst_usecol:trgw-0-2-9_time:4169.5,37.606571132,0.0,oname:hds_otype:lst_usecol:trgw-0-2-9,,,hds,lst,4169.5,,trgw-0-2-9,,,
oname:hds_otype:lst_usecol:trgw-0-2-9_time:4199.5,37.685980490999995,0.0,oname:hds_otype:lst_usecol:trgw-0-2-9,,,hds,lst,4199.5,,trgw-0-2-9,,,
oname:hds_otype:lst_usecol:trgw-0-2-9_time:4230.5,37.7010274045,0.0,oname:hds_otype:lst_usecol:trgw-0-2-9,,,hds,lst,4230.5,,trgw-0-2-9,,,
oname:hds_otype:lst_usecol:trgw-0-2-9_time:4261.5,37.634745399,0.0,oname:hds_otype:lst_usecol:trgw-0-2-9,,,hds,lst,4261.5,,trgw-0-2-9,,,
oname:hds_otype:lst_usecol:trgw-0-2-9_time:4291.5,37.5030353905,0.0,oname:hds_otype:lst_usecol:trgw-0-2-9,,,hds,lst,4291.5,,trgw-0-2-9,,,
oname:hds_otype:lst_usecol:trgw-0-2-9_time:4322.5,37.335323671000005,0.0,oname:hds_otype:lst_usecol:trgw-0-2-9,,,hds,lst,4322.5,,trgw-0-2-9,,,
oname:hds_otype:lst_usecol:trgw-0-2-9_time:4352.5,37.1663637,0.0,oname:hds_otype:lst_usecol:trgw-0-2-9,,,hds,lst,4352.5,,trgw-0-2-9,,,
oname:hds_otype:lst_usecol:trgw-0-2-9_time:4383.5,37.02353682454545,0.0,oname:hds_otype:lst_usecol:trgw-0-2-9,,,hds,lst,4383.5,,trgw-0-2-9,,,
oname:hds_otype:lst_usecol:trgw-0-21-10_time:3652.5,36.315295860000006,0.0,oname:hds_otype:lst_usecol:trgw-0-21-10,,,hds,lst,3652.5,,trgw-0-21-10,,,
oname:hds_otype:lst_usecol:trgw-0-21-10_time:3683.5,36.198278501,0.0,oname:hds_otype:lst_usecol:trgw-0-21-10,,,hds,lst,3683.5,,trgw-0-21-10,,,
oname:hds_otype:lst_usecol:trgw-0-21-10_time:3712.5,36.1487124875,0.0,oname:hds_otype:lst_usecol:trgw-0-21-10,,,hds,lst,3712.5,,trgw-0-21-10,,,
oname:hds_otype:lst_usecol:trgw-0-21-10_time:3743.5,36.1585341265,0.0,oname:hds_otype:lst_usecol:trgw-0-21-10,,,hds,lst,3743.5,,trgw-0-21-10,,,
oname:hds_otype:lst_usecol:trgw-0-21-10_time:3773.5,36.21897488250001,0.0,oname:hds_otype:lst_usecol:trgw-0-21-10,,,hds,lst,3773.5,,trgw-0-21-10,,,
oname:hds_otype:lst_usecol:trgw-0-21-10_time:3804.5,36.280493637,0.0,oname:hds_otype:lst_usecol:trgw-0-21-10,,,hds,lst,3804.5,,trgw-0-21-10,,,
oname:hds_otype:lst_usecol:trgw-0-21-10_time:3834.5,36.275355718,0.0,oname:hds_otype:lst_usecol:trgw-0-21-10,,,hds,lst,3834.5,,trgw-0-21-10,,,
oname:hds_otype:lst_usecol:trgw-0-21-10_time:3865.5,36.241968942,0.0,oname:hds_otype:lst_usecol:trgw-0-21-10,,,hds,lst,3865.5,,trgw-0-21-10,,,
oname:hds_otype:lst_usecol:trgw-0-21-10_time:3896.5,36.169021786,0.0,oname:hds_otype:lst_usecol:trgw-0-21-10,,,hds,lst,3896.5,,trgw-0-21-10,,,
oname:hds_otype:lst_usecol:trgw-0-21-10_time:3926.5,35.9843560595,0.0,oname:hds_otype:lst_usecol:trgw-0-21-10,,,hds,lst,3926.5,,trgw-0-21-10,,,
oname:hds_otype:lst_usecol:trgw-0-21-10_time:3957.5,35.759532026,0.0,oname:hds_otype:lst_usecol:trgw-0-21-10,,,hds,lst,3957.5,,trgw-0-21-10,,,
oname:hds_otype:lst_usecol:trgw-0-21-10_time:3987.5,35.5538796885,0.0,oname:hds_otype:lst_usecol:trgw-0-21-10,,,hds,lst,3987.5,,trgw-0-21-10,,,
oname:hds_otype:lst_usecol:trgw-0-21-10_time:4018.5,35.4103874845,0.0,oname:hds_otype:lst_usecol:trgw-0-21-10,,,hds,lst,4018.5,,trgw-0-21-10,,,
oname:hds_otype:lst_usecol:trgw-0-21-10_time:4049.5,35.356735635499994,0.0,oname:hds_otype:lst_usecol:trgw-0-21-10,,,hds,lst,4049.5,,trgw-0-21-10,,,
oname:hds_otype:lst_usecol:trgw-0-21-10_time:4077.5,35.395238153,0.0,oname:hds_otype:lst_usecol:trgw-0-21-10,,,hds,lst,4077.5,,trgw-0-21-10,,,
oname:hds_otype:lst_usecol:trgw-0-21-10_time:4108.5,35.469870507500005,0.0,oname:hds_otype:lst_usecol:trgw-0-21-10,,,hds,lst,4108.5,,trgw-0-21-10,,,
oname:hds_otype:lst_usecol:trgw-0-21-10_time:4138.5,35.5713448,0.0,oname:hds_otype:lst_usecol:trgw-0-21-10,,,hds,lst,4138.5,,trgw-0-21-10,,,
oname:hds_otype:lst_usecol:trgw-0-21-10_time:4169.5,35.677303907,0.0,oname:hds_otype:lst_usecol:trgw-0-21-10,,,hds,lst,4169.5,,trgw-0-21-10,,,
oname:hds_otype:lst_usecol:trgw-0-21-10_time:4199.5,35.754183349499996,0.0,oname:hds_otype:lst_usecol:trgw-0-21-10,,,hds,lst,4199.5,,trgw-0-21-10,,,
oname:hds_otype:lst_usecol:trgw-0-21-10_time:4230.5,35.7891119145,0.0,oname:hds_otype:lst_usecol:trgw-0-21-10,,,hds,lst,4230.5,,trgw-0-21-10,,,
oname:hds_otype:lst_usecol:trgw-0-21-10_time:4261.5,35.675397617499996,0.0,oname:hds_otype:lst_usecol:trgw-0-21-10,,,hds,lst,4261.5,,trgw-0-21-10,,,
oname:hds_otype:lst_usecol:trgw-0-21-10_time:4291.5,35.4520173275,0.0,oname:hds_otype:lst_usecol:trgw-0-21-10,,,hds,lst,4291.5,,trgw-0-21-10,,,
oname:hds_otype:lst_usecol:trgw-0-21-10_time:4322.5,35.181059593,0.0,oname:hds_otype:lst_usecol:trgw-0-21-10,,,hds,lst,4322.5,,trgw-0-21-10,,,
oname:hds_otype:lst_usecol:trgw-0-21-10_time:4352.5,34.954882766000004,0.0,oname:hds_otype:lst_usecol:trgw-0-21-10,,,hds,lst,4352.5,,trgw-0-21-10,,,
oname:hds_otype:lst_usecol:trgw-0-21-10_time:4383.5,34.771833085454546,0.0,oname:hds_otype:lst_usecol:trgw-0-21-10,,,hds,lst,4383.5,,trgw-0-21-10,,,
oname:hds_otype:lst_usecol:trgw-0-22-15_time:3652.5,35.186415531,0.0,oname:hds_otype:lst_usecol:trgw-0-22-15,,,hds,lst,3652.5,,trgw-0-22-15,,,
oname:hds_otype:lst_usecol:trgw-0-22-15_time:3683.5,35.094392978500004,0.0,oname:hds_otype:lst_usecol:trgw-0-22-15,,,hds,lst,3683.5,,trgw-0-22-15,,,
oname:hds_otype:lst_usecol:trgw-0-22-15_time:3712.5,35.0688093475,0.0,oname:hds_otype:lst_usecol:trgw-0-22-15,,,hds,lst,3712.5,,trgw-0-22-15,,,
oname:hds_otype:lst_usecol:trgw-0-22-15_time:3743.5,35.0853237135,0.0,oname:hds_otype:lst_usecol:trgw-0-22-15,,,hds,lst,3743.5,,trgw-0-22-15,,,
oname:hds_otype:lst_usecol:trgw-0-22-15_time:3773.5,35.137378969000004,0.0,oname:hds_otype:lst_usecol:trgw-0-22-15,,,hds,lst,3773.5,,trgw-0-22-15,,,
oname:hds_otype:lst_usecol:trgw-0-22-15_time:3804.5,35.185214496499995,0.0,oname:hds_otype:lst_usecol:trgw-0-22-15,,,hds,lst,3804.5,,trgw-0-22-15,,,
oname:hds_otype:lst_usecol:trgw-0-22-15_time:3834.5,35.175172533,0.0,oname:hds_otype:lst_usecol:trgw-0-22-15,,,hds,lst,3834.5,,trgw-0-22-15,,,
oname:hds_otype:lst_usecol:trgw-0-22-15_time:3865.5,35.1414636505,0.0,oname:hds_otype:lst_usecol:trgw-0-22-15,,,hds,lst,3865.5,,trgw-0-22-15,,,
oname:hds_otype:lst_usecol:trgw-0-22-15_time:3896.5,35.0829130765,0.0,oname:hds_otype:lst_usecol:trgw-0-22-15,,,hds,lst,3896.5,,trgw-0-22-15,,,
oname:hds_otype:lst_usecol:trgw-0-22-15_time:3926.5,34.9636733925,0.0,oname:hds_otype:lst_usecol:trgw-0-22-15,,,hds,lst,3926.5,,trgw-0-22-15,,,
oname:hds_otype:lst_usecol:trgw-0-22-15_time:3957.5,34.8398319035,0.0,oname:hds_otype:lst_usecol:trgw-0-22-15,,,hds,lst,3957.5,,trgw-0-22-15,,,
oname:hds_otype:lst_usecol:trgw-0-22-15_time:3987.5,34.721565049000006,0.0,oname:hds_otype:lst_usecol:trgw-0-22-15,,,hds,lst,3987.5,,trgw-0-22-15,,,
oname:hds_otype:lst_usecol:trgw-0-22-15_time:4018.5,34.6323198275,0.0,oname:hds_otype:lst_usecol:trgw-0-22-15,,,hds,lst,4018.5,,trgw-0-22-15,,,
oname:hds_otype:lst_usecol:trgw-0-22-15_time:4049.5,34.608280485,0.0,oname:hds_otype:lst_usecol:trgw-0-22-15,,,hds,lst,4049.5,,trgw-0-22-15,,,
oname:hds_otype:lst_usecol:trgw-0-22-15_time:4077.5,34.648989396000005,0.0,oname:hds_otype:lst_usecol:trgw-0-22-15,,,hds,lst,4077.5,,trgw-0-22-15,,,
oname:hds_otype:lst_usecol:trgw-0-22-15_time:4108.5,34.7274907505,0.0,oname:hds_otype:lst_usecol:trgw-0-22-15,,,hds,lst,4108.5,,trgw-0-22-15,,,
oname:hds_otype:lst_usecol:trgw-0-22-15_time:4138.5,34.825498229000004,0.0,oname:hds_otype:lst_usecol:trgw-0-22-15,,,hds,lst,4138.5,,trgw-0-22-15,,,
oname:hds_otype:lst_usecol:trgw-0-22-15_time:4169.5,34.916191256000005,0.0,oname:hds_otype:lst_usecol:trgw-0-22-15,,,hds,lst,4169.5,,trgw-0-22-15,,,
